frecuencia_hz,psd
0.0,3.9068120935676387e-07
1.0000000000001101,1.944972178924403e-07
2.0000000000002203,7.567664989573247e-13
3.0000000000003304,8.744409034171249e-13
4.0000000000004405,1.0625527743660446e-12
5.000000000000551,1.3500140070589244e-12
6.000000000000661,1.7979076684922822e-12
7.000000000000771,2.5274674362254743e-12
8.000000000000881,4.210942299302768e-12
9.000000000000991,9.308327348299706e-12
10.000000000001101,3.1473274708104156e-11
11.000000000001211,1.1841234119800595e-10
12.000000000001322,4.6529732716041e-10
13.000000000001432,1.6407811918381843e-09
14.000000000001542,5.312497610935168e-09
15.000000000001652,1.7593195475915656e-08
16.000000000001762,4.787298663376984e-08
17.000000000001872,9.683510845918199e-08
18.000000000001982,3.6169182500743897e-07
19.000000000002093,1.3557055488868873e-06
20.000000000002203,3.1286786494176403e-06
21.000000000002313,6.112556313330263e-06
22.000000000002423,1.878893144204382e-05
23.000000000002533,5.705479031118162e-05
24.000000000002643,0.00013237442241167277
25.000000000002753,0.00013725026403326154
26.000000000002863,0.00020158880568079787
27.000000000002974,0.00023686021495369471
28.000000000003084,0.0003240192353769165
29.000000000003194,0.0003573751808469912
30.000000000003304,0.0002314250739291281
31.000000000003414,0.0007841465715749618
32.000000000003524,0.0006045513404072766
33.00000000000364,0.0004490133947298675
34.000000000003745,0.0004953547800652632
35.00000000000385,0.0007566053613370391
36.000000000003965,0.0006970594168489961
37.00000000000408,0.0004817755592979995
38.000000000004185,0.0006622504357030702
39.00000000000429,0.00040946631952363253
40.000000000004405,0.00031986185090410353
41.00000000000452,0.00040285436939302394
42.000000000004626,0.0006357451710295441
43.00000000000473,0.000963283740614903
44.000000000004846,0.0009970785425241371
45.00000000000496,0.0006970610383855011
46.000000000005066,0.00044913778956902204
47.00000000000517,0.0006190884830970274
48.000000000005286,0.0008068695189599182
49.0000000000054,0.0006347463441325294
50.00000000000551,0.001067806180337536
51.00000000000561,0.0011638968928464899
52.00000000000573,0.0009526365957358453
53.00000000000584,0.0009513035674188518
54.00000000000595,0.000545163146414247
55.000000000006054,0.0008617168032491609
56.00000000000617,0.0007578374209148299
57.00000000000628,0.0008145689460084723
58.00000000000639,0.0008973011407021062
59.000000000006494,0.0009560719585649172
60.00000000000661,0.000589154372696276
61.00000000000672,0.0007191535029096206
62.00000000000683,0.0005443008076883181
63.000000000006935,0.00032678150591065967
64.00000000000705,0.0007046383692436797
65.00000000000716,0.0007024691706316167
66.00000000000728,0.0006224131174060792
67.00000000000738,0.0006868618090361343
68.00000000000749,0.0006711415970159345
69.0000000000076,0.0008157173030086678
70.0000000000077,0.000632430108951445
71.00000000000782,0.0005406405467243254
72.00000000000793,0.0004281961477552347
73.00000000000804,0.0009440979471093706
74.00000000000816,0.0007286609933525615
75.00000000000826,0.0004440108347850727
76.00000000000837,0.0004883313152747397
77.00000000000848,0.0006112769446421544
78.00000000000858,0.001034750545979216
79.0000000000087,0.0005496529442083097
80.00000000000881,0.0002883018814012774
81.00000000000892,0.00033450711297537444
82.00000000000904,0.0004563134767493784
83.00000000000914,0.0007183420257141192
84.00000000000925,0.0011498148469727774
85.00000000000936,0.0012575045696601563
86.00000000000946,0.0011724522156637488
87.00000000000958,0.0013045764839880766
88.00000000000969,0.0014924900443914475
89.0000000000098,0.0011802675987204324
90.00000000000992,0.0005210511181370692
91.00000000001002,0.0005046124958287185
92.00000000001013,0.00035064649346291997
93.00000000001025,0.00022786425915636687
94.00000000001035,0.0004803585607228377
95.00000000001046,0.0009286669249042424
96.00000000001057,0.0005419041241321121
97.00000000001069,0.0006475363742309015
98.0000000000108,0.0007854204603290368
99.0000000000109,0.0007318579004944467
100.00000000001101,0.0005768652063510651
101.00000000001113,0.00057138854075426
102.00000000001123,0.00038316124143470526
103.00000000001134,0.0005167574717124181
104.00000000001145,0.000806471533226423
105.00000000001157,0.000528745083646321
106.00000000001168,0.000569225067633035
107.00000000001178,0.0006004397593025588
108.0000000000119,0.0005665846613579074
109.00000000001201,0.0008810854214171698
110.00000000001211,0.0010759181880567966
111.00000000001222,0.00044300723873793397
112.00000000001234,0.0006957936405526461
113.00000000001245,0.0011654924981852682
114.00000000001256,0.0009062689359967284
115.00000000001266,0.0006812466543919416
116.00000000001278,0.0006494414762368627
117.00000000001289,0.0007842730430093806
118.00000000001299,0.0006767493580219252
119.0000000000131,0.0009030044130938163
120.00000000001322,0.0012041397875947805
121.00000000001333,0.001127351176266921
122.00000000001344,0.0011778963176500594
123.00000000001354,0.0010060388703103564
124.00000000001366,0.00039986421666315643
125.00000000001377,0.0006976323743659275
126.00000000001387,0.0009096122891411198
127.00000000001398,0.0005853018398574729
128.0000000000141,0.0008363802624722339
129.0000000000142,0.0010380080104058723
130.00000000001432,0.0005673977628638905
131.00000000001444,0.0002939256475596569
132.00000000001455,0.0003260598953481307
133.00000000001464,0.0005301960022937098
134.00000000001475,0.000669897031543929
135.00000000001486,0.0009327125188467141
136.00000000001498,0.0010924468920723914
137.0000000000151,0.0007081647574505943
138.0000000000152,0.0004850571139522654
139.00000000001532,0.0004679987165927027
140.0000000000154,0.0008169785554342287
141.00000000001552,0.0009184598312044649
142.00000000001563,0.0008712010110903745
143.00000000001575,0.000999792843313301
144.00000000001586,0.00043575245149076076
145.00000000001597,0.0003437655584660738
146.0000000000161,0.0004265151505815174
147.0000000000162,0.0008659366546510511
148.0000000000163,0.0009478064949384783
149.0000000000164,0.0006960990608350556
150.0000000000165,0.001060818718132362
151.00000000001663,0.001116308832162443
152.00000000001674,0.0004657188408473973
153.00000000001685,0.00048076856252960744
154.00000000001697,0.0011901631612886588
155.00000000001708,0.0011655667259538706
156.00000000001717,0.0007863522554268434
157.00000000001728,0.0006363797698100319
158.0000000000174,0.0006121545903040408
159.0000000000175,0.00046794436526831687
160.00000000001762,0.00045612423711183144
161.00000000001774,0.0008213441544886351
162.00000000001785,0.000880279904555472
163.00000000001796,0.0007928776300869855
164.00000000001808,0.0004591149787663668
165.00000000001816,0.0006467077132024382
166.00000000001828,0.0009667293831335938
167.0000000000184,0.0006256453360917959
168.0000000000185,0.00035571460827970566
169.00000000001862,0.0003763035697179312
170.00000000001873,0.0005080268355011179
171.00000000001884,0.0007378910512419334
172.00000000001893,0.0011072979818968784
173.00000000001904,0.0011264716158880317
174.00000000001916,0.0011930394925980432
175.00000000001927,0.0011217284362650556
176.00000000001938,0.0007752900844432264
177.0000000000195,0.0006744513333219465
178.0000000000196,0.0007947720325446704
179.00000000001972,0.0007699834390279005
180.00000000001984,0.0007430032609370531
181.00000000001992,0.0004646739183842847
182.00000000002004,0.0006030589422468937
