tiempo_s,senal_cruda,senal_filtrada,rectificada,envolvente,rms_movil
0.0,0.0030613755027652,-0.003381732224789727,0.003381732224789727,0.02262574724228069,0.047430872674660784
0.0005,0.1230193967940415,0.11654589195278534,0.11654589195278534,0.02291735241958804,0.047476532021596095
0.001,0.1818270135175875,0.17713459409646143,0.17713459409646143,0.02320931889427285,0.04749958416265031
0.0015,0.1573859448155944,0.15500771905444535,0.15500771905444535,0.02350161522236523,0.04750110310999262
0.002,0.0751918527586874,0.07359855805142917,0.07359855805142917,0.023794209859111785,0.04750143226106416
0.0025,-0.0132260486228241,-0.015000093746221861,0.015000093746221861,0.024087071166833347,0.04750187352011309
0.003,-0.0605101510555542,-0.06153655736426918,0.06153655736426918,0.02438016742282468,0.04751328096535271
0.0035,-0.046298241572943,-0.04562973689177631,0.04562973689177631,0.024673466827291338,0.04753482151871387
0.004,0.0130976481955712,0.01488519795778747,0.01488519795778747,0.024966937511319072,0.047541239493030546
0.0045,0.0733065311733076,0.07514086313368448,0.07514086313368448,0.025260547544871316,0.04754687639196549
0.005,0.0895325611236805,0.09126392863693408,0.09126392863693408,0.025554264944810393,0.047602670851904796
0.0055,0.0481642262297578,0.05044501678127489,0.05044501678127489,0.025848057682938123,0.04770760073476779
0.006,-0.0219953490214301,-0.018530085513580423,0.018530085513580423,0.02614189369405165,0.047815094190632505
0.0065,-0.0704475568207104,-0.06577502625131826,0.06577502625131826,0.026435740884010368,0.04790749080395795
0.007,-0.0638411421177937,-0.05877617739627084,0.05877617739627084,0.02672956713781003,0.04799659975895524
0.0075,-0.0125111010357734,-0.008000511384950301,0.008000511384950301,0.027023340327660135,0.048073117487699844
0.008,0.0387186911220473,0.04280295066512824,0.04280295066512824,0.02731702832106087,0.04809387553922106
0.0085,0.0493756445254613,0.05403746830779219,0.05403746830779219,0.027610598988875905,0.04811367415156386
0.009,0.0175641877406774,0.023162736553110096,0.023162736553110096,0.02790402021339743,0.048339439095134544
