tiempo_s,senal_cruda,senal_filtrada,rectificada,envolvente,rms_movil
0.0,-0.0065464591323504,0.002084992798374319,0.002084992798374319,0.0,0.05770852343766683
0.0005,0.0454912127568688,0.05327527710897795,0.05327527710897795,0.0,0.057860106181346245
0.001,0.074098164946488,0.08008838091505285,0.08008838091505285,0.0,0.05796088568193738
0.0015,0.0741761552683142,0.0797524757910895,0.0797524757910895,0.0,0.05796250707381299
0.002,0.0632173686035978,0.07036737429306043,0.07036737429306043,0.0,0.05800667917730986
0.0025,0.0624961099078174,0.06937131916350082,0.06937131916350082,0.00044542879783999404,0.058090801947975515
0.003,0.0729717234657967,0.07618368168254955,0.07618368168254955,0.0011762262531549918,0.058150624406570754
0.0035,0.0781797718552215,0.07894807266934416,0.07894807266934416,0.00190649675602975,0.05820103094597322
0.004,0.0718145301064711,0.07455971143352541,0.07455971143352541,0.002636164429098641,0.058310944536063655
0.0045,0.0679839530628564,0.07314514109975745,0.07314514109975745,0.0033651535127998114,0.05859180978391662
0.005,0.0763470733996076,0.07967106388163842,0.07967106388163842,0.004093388383611544,0.059045787690966405
0.0055,0.0799729308249419,0.07925143926777359,0.07925143926777359,0.004820793572219449,0.059432130875261495
0.006,0.0523619413156939,0.05060746592144132,0.05060746592144132,0.00554729378160637,0.05956352929027973
0.0065,-0.0065117772570456,-0.005815956306274142,0.005815956306274142,0.0062728139050571684,0.05956614454611602
0.007,-0.0626584364336789,-0.06050376741747339,0.06050376741747339,0.006997279044070791,0.059577720924506784
0.0075,-0.0790338925892793,-0.07899396817899051,0.07899396817899051,0.007720614526172253,0.05958094233532109
0.008,-0.0475167226816645,-0.05039474346552126,0.05039474346552126,0.008442745922617342,0.059581937563976055
0.0085,0.011450177360283,0.008468650091067037,0.008468650091067037,0.009163599065982988,0.059588473402847016
0.009,0.071276664977201,0.07024886447972131,0.07024886447972131,0.009883100067636442,0.05977495407804646
0.0095,0.1127925025402878,0.11233187464777189,0.11233187464777189,0.010601175335076504,0.06037656430762184
0.01,0.1223419759034647,0.12007952703876304,0.12007952703876304,0.011317751589140265,0.06101822590274386
0.0105,0.0923461011719793,0.08821079806914875,0.08821079806914875,0.012032755881068974,0.06121018349512563
0.011,0.0312947367101787,0.027337323045038248,0.027337323045038248,0.012746115609426843,0.06121503988200638
0.0115,-0.0323724121955861,-0.03461242125915692,0.03461242125915692,0.013457758536866937,0.06135677278980969
0.012,-0.0655613545078522,-0.06705479698344524,0.06705479698344524,0.014167612806738502,0.061464092038358974
0.0125,-0.0549609458512611,-0.05824695185760467,0.05824695185760467,0.01487560695953042,0.06146851127142473
0.013,-0.0166650246750734,-0.022182831429987244,0.022182831429987244,0.01558166994914557,0.06148674721649612
0.0135,0.0197393782751617,0.0150884516004621,0.0150884516004621,0.016285731159001084,0.061503848226288536
0.014,0.0343035540581693,0.03263343358059975,0.03263343358059975,0.016987720417949565,0.061503858371682554
0.0145,0.0210507731903115,0.019487788080867572,0.019487788080867572,0.017687568016016453,0.06151218021415955
0.015,-0.0218753119553952,-0.026811787119623648,0.026811787119623648,0.01838520471994881,0.06151399843185786
0.0155,-0.0886188824894604,-0.09489102129272284,0.09489102129272284,0.019080561788570812,0.061521276390821326
0.016,-0.1503883000771727,-0.1537085396766864,0.1537085396766864,0.019773570987941295,0.061550478551257254
0.0165,-0.1646387853523586,-0.1655867093081425,0.1655867093081425,0.020464164606308788,0.0615713966614258
0.017,-0.1143165148500576,-0.11675966352877687,0.11675966352877687,0.021152275468859554,0.06157256311533713
0.0175,-0.0301300762045528,-0.03478519778838967,0.03478519778838967,0.02183783695225452,0.0615785202835684
0.018,0.0359235342293579,0.03132314111358669,0.03132314111358669,0.022520782998951248,0.06159432441139523
0.0185,0.0555703330059787,0.052132086759803006,0.052132086759803006,0.023201048131307488,0.06160689410188052
0.019,0.0408832782339249,0.038614319555673064,0.038614319555673064,0.02387856746546322,0.06161303176791931
0.0195,0.0237442731279808,0.022698574877466255,0.022698574877466255,0.02455327672499818,0.06161525625839987
0.02,0.0227683614852495,0.02127590672927501,0.02127590672927501,0.025225112254362046,0.06161526641672169
0.0205,0.028329637501383,0.024133548402950334,0.024133548402950334,0.02589401103207449,0.06161851406647947
0.021,0.0218924958921677,0.016904779649762922,0.016904779649762922,0.02655991068369231,0.06162579810710102
0.0215,0.0090267392139978,0.007642754404299321,0.007642754404299321,0.027222749494541006,0.061627127510206776
0.022,0.0192659325845832,0.02080199874319047,0.02080199874319047,0.027882466422207958,0.0616288553359445
0.0225,0.0645372326620867,0.06373575184056472,0.06373575184056472,0.02853900110879454,0.061629505501463996
0.023,0.1122426191776175,0.1080216109484403,0.1080216109484403,0.029192293892924347,0.061646703135238824
0.0235,0.1153356217320754,0.11226041801503797,0.11226041801503797,0.029842285821504742,0.06173048935830493
0.024,0.0628201665981225,0.06321393156099714,0.06321393156099714,0.03048891866123903,0.06178544338765103
0.0245,-0.0096987334129678,-0.008866489606424506,0.008866489606424506,0.03113213490988658,0.06179108795324325
0.025,-0.0530766385084274,-0.05442746109273215,0.05442746109273215,0.03177187780726847,0.06194933187199151
0.0255,-0.0405404830865556,-0.04243922608088133,0.04243922608088133,0.032408091346016396,0.062115067039268064
0.026,0.0193638163234153,0.019280702558454793,0.019280702558454793,0.03304072028206271,0.06211576733126717
0.0265,0.0895681481126114,0.09052277872834912,0.09052277872834912,0.03366971014486955,0.06232256279625655
0.027,0.1236131799884876,0.12344347989263654,0.12344347989263654,0.034295007247395,0.06271404009831558
0.0275,0.0933160704139511,0.09206206460641869,0.09206206460641869,0.034916558695794304,0.06283060144120016
0.028,0.0108203210899976,0.01038142012754488,0.01038142012754488,0.03553431239885426,0.06285093604783855
0.0285,-0.0766828158126894,-0.07554784981003383,0.07554784981003383,0.03614821707715904,0.06302250328878
0.029,-0.1218273223110244,-0.12031200463192443,0.12031200463192443,0.03675822227198589,0.06310246661950583
0.0295,-0.112775536091637,-0.11220144000131682,0.11220144000131682,0.03736427835392931,0.0631075310999862
0.03,-0.0773581800922445,-0.07781430805291767,0.07781430805291767,0.03796633653125233,0.06319959518785997
0.0305,-0.0536529756757478,-0.054156828579806915,0.054156828579806915,0.038564348857964,0.06325403603003343
0.031,-0.0558884231877095,-0.05526420577199938,0.05526420577199938,0.03915826824162188,0.0632550064162217
0.0315,-0.0665940993481965,-0.06475137617796617,0.06475137617796617,0.03974804845085907,0.06332094198360025
0.032,-0.0599419408649552,-0.05838604872145477,0.05838604872145477,0.04033364412263508,0.06342470829788335
0.0325,-0.0310202150591157,-0.031046398026978436,0.031046398026978436,0.040915010769210045,0.0635050216489818
0.033,-0.0007008031165145,-0.0013311135745820157,0.0013311135745820157,0.041492104784842096,0.0635664729237503
0.0335,0.0063609790701279,0.006972602547829422,0.006972602547829422,0.042064883452207436,0.06362526121246902
0.034,-0.0165209517884238,-0.014977495374833859,0.014977495374833859,0.042633304948542845,0.06367415410794687
0.0345,-0.0578252689484252,-0.05715444194817733,0.05715444194817733,0.043197328351510335,0.06369920802692697
0.035,-0.1007221016551563,-0.10100099786052766,0.10100099786052766,0.04375691364478352,0.06370628411810615
