tiempo_s,emg_mV
0.0,-0.006546459132350429
0.0005,0.04549121275686885
0.001,0.07409816494648806
0.0015,0.07417615526831421
0.002,0.06321736860359789
0.0025,0.06249610990781743
0.003,0.07297172346579679
0.0035,0.07817977185522158
0.004,0.07181453010647113
0.0045000000000000005,0.06798395306285643
0.005,0.07634707339960768
0.0055,0.07997293082494196
0.006,0.05236194131569391
0.006500000000000001,-0.006511777257045639
0.007,-0.06265843643367892
0.0075,-0.07903389258927934
0.008,-0.04751672268166456
0.0085,0.011450177360283004
0.009000000000000001,0.07127666497720105
0.0095,0.11279250254028787
0.01,0.12234197590346478
0.0105,0.09234610117197939
0.011,0.03129473671017871
0.0115,-0.03237241219558618
0.012,-0.06556135450785228
0.0125,-0.054960945851261156
0.013000000000000001,-0.016665024675073428
0.0135,0.019739378275161763
0.014,0.03430355405816937
0.0145,0.021050773190311574
0.015,-0.021875311955395268
0.0155,-0.08861888248946041
0.016,-0.15038830007717272
0.0165,-0.16463878535235865
0.017,-0.11431651485005767
0.0175,-0.03013007620455283
0.018000000000000002,0.035923534229357935
0.0185,0.05557033300597878
0.019,0.04088327823392494
0.0195,0.023744273127980844
0.02,0.02276836148524957
0.0205,0.028329637501383047
0.021,0.021892495892167737
0.021500000000000002,0.009026739213997843
0.022,0.01926593258458322
0.0225,0.0645372326620867
0.023,0.11224261917761759
0.0235,0.11533562173207548
0.024,0.06282016659812253
0.0245,-0.009698733412967874
0.025,-0.05307663850842741
0.025500000000000002,-0.040540483086555626
0.026000000000000002,0.019363816323415342
0.0265,0.08956814811261148
0.027,0.12361317998848764
0.0275,0.09331607041395114
0.028,0.01082032108999762
0.0285,-0.07668281581268949
0.029,-0.12182732231102447
0.029500000000000002,-0.11277553609163705
0.03,-0.07735818009224456
0.0305,-0.053652975675747804
0.031,-0.055888423187709535
0.0315,-0.06659409934819654
0.032,-0.05994194086495526
0.0325,-0.031020215059115768
0.033,-0.0007008031165145431
0.0335,0.00636097907012797
0.034,-0.016520951788423867
0.0345,-0.05782526894842523
0.035,-0.10072210165515633
0.035500000000000004,-0.13121372407966844
0.036000000000000004,-0.1400194552612627
0.0365,-0.12480954239021946
0.037,-0.09051663294409637
0.0375,-0.04472935724231445
0.038,0.005224736231043889
0.0385,0.050684427866058146
0.039,0.08413504424152793
0.0395,0.10636397482618541
0.04,0.12424616652031793
0.0405,0.13706719706761378
0.041,0.13192458181698083
0.0415,0.10050977074374776
0.042,0.058288516872721644
0.0425,0.0374191573608855
0.043000000000000003,0.053417885200261236
0.043500000000000004,0.08252119323410834
0.044,0.08287694623597626
0.0445,0.040235438571539134
0.045,-0.017549818027968497
0.0455,-0.056397209295048066
0.046,-0.07485265784632651
0.0465,-0.09297462972337961
0.047,-0.10715419438101728
0.0475,-0.07911887276114912
0.048,0.015271881658254431
0.0485,0.1378178855772659
0.049,0.20922780250249154
0.0495,0.18353007626741139
0.05,0.0929124535470518
0.0505,0.014364916268571514
0.051000000000000004,-0.0032685456210532825
0.051500000000000004,0.02423518234498035
0.052000000000000005,0.044594207497371696
0.0525,0.021917056814039895
0.053,-0.0364858113620425
0.0535,-0.09253355802496674
0.054,-0.11092075001836738
0.0545,-0.08691192016392653
0.055,-0.0465490411726622
0.0555,-0.01977965511164923
0.056,-0.014722989657807814
0.0565,-0.020422467193584204
0.057,-0.03112405486315619
0.0575,-0.058064868210739404
0.058,-0.10987809060460069
0.0585,-0.16423656268903652
0.059000000000000004,-0.17154495157604
0.059500000000000004,-0.09894216365828908
0.06,0.02814686189088954
0.0605,0.13712492053803144
0.061,0.16908860356591215
0.0615,0.1294770708811873
0.062,0.07636732715258072
0.0625,0.06185031986643467
0.063,0.08898914158572886
0.0635,0.12073189410775344
0.064,0.12028301570460015
0.0645,0.08177547033100564
0.065,0.02986927458414808
0.0655,-0.005919788250852902
0.066,-0.018222336212167258
0.0665,-0.024711964755296578
0.067,-0.04409231396411194
0.0675,-0.07182847658899053
0.068,-0.0836529208619152
0.0685,-0.06382839687654475
0.069,-0.02712971136538102
0.0695,-0.008781766833688066
0.07,-0.02973671702675941
0.07050000000000001,-0.07288677618409198
0.07100000000000001,-0.09758857756288747
0.07150000000000001,-0.07957612359156806
0.07200000000000001,-0.03355953031389915
0.0725,0.007290701473925487
0.073,0.030461270368949696
0.0735,0.05190366551064173
0.074,0.08199214845948383
0.0745,0.09836116226463186
0.075,0.06975150048199164
0.0755,0.00561984671479943
0.076,-0.037068343935838445
0.0765,-0.012972141169094134
0.077,0.05084286131102984
0.0775,0.07502603899859989
0.078,0.01900249838567413
0.0785,-0.06425659503954295
0.079,-0.08317271834187279
