tiempo_s,emg_mV
0.0,0.0030613755027652334
0.0005,0.12301939679404153
0.001,0.1818270135175875
0.0015,0.1573859448155944
0.002,0.07519185275868746
0.0025,-0.013226048622824104
0.003,-0.060510151055554205
0.0035,-0.04629824157294304
0.004,0.013097648195571205
0.0045000000000000005,0.07330653117330763
0.005,0.08953256112368059
0.0055,0.04816422622975785
0.006,-0.021995349021430195
0.006500000000000001,-0.07044755682071048
0.007,-0.06384114211779376
0.0075,-0.012511101035773454
0.008,0.03871869112204732
0.0085,0.04937564452546132
0.009000000000000001,0.01756418774067746
0.0095,-0.021254209710984715
0.01,-0.027932710903021556
0.0105,0.005660383600680368
0.011,0.04931411722785079
0.0115,0.05917749833290808
0.012,0.01609375408214221
0.0125,-0.054337983783902685
0.013000000000000001,-0.10243128156793625
0.0135,-0.09901862783483761
0.014,-0.05888557548889229
0.0145,-0.022360151329965237
0.015,-0.017849359058419747
0.0155,-0.037494806340824624
0.016,-0.04309233831237045
0.0165,-0.0029993738826213246
0.017,0.06702136130074239
0.0175,0.10688573967307749
0.018000000000000002,0.07100180634440988
0.0185,-0.015946155035809303
0.019,-0.07530593617333146
0.0195,-0.0541336405217685
0.02,0.01762595551673409
0.0205,0.059891062187843486
0.021,0.030837926217388203
0.021500000000000002,-0.031466000650079914
0.022,-0.06047815213434364
0.0225,-0.037755590117118557
0.023,-0.0030170520382203254
0.0235,0.0033996762486440887
0.024,-0.012276469694713648
0.0245,-0.012751646149551954
0.025,0.021646470261125397
0.025500000000000002,0.0724446823070804
0.026000000000000002,0.10615894755173279
0.0265,0.10467976559731937
0.027,0.07138673451373481
0.0275,0.020226361499095506
0.028,-0.029444332694079742
0.0285,-0.050978877647686015
0.029,-0.021548446537462334
0.029500000000000002,0.05146068923367195
0.03,0.12193403424410465
0.0305,0.13866646663951449
0.031,0.09159010625833802
0.0315,0.017769290111631156
0.032,-0.04016370034233598
0.0325,-0.07261175153615565
0.033,-0.09382355644964074
0.0335,-0.10484413891282007
0.034,-0.08489512323542797
0.0345,-0.023849221370771393
0.035,0.0503455362393446
0.035500000000000004,0.08776960945878978
0.036000000000000004,0.060296682620094785
0.0365,-0.011823732216938741
0.037,-0.0761433146905281
0.0375,-0.09228539879831991
0.038,-0.06268814714767572
0.0385,-0.02034629754432455
0.039,0.009736633708793312
0.0395,0.02904516563341943
0.04,0.044938714991916935
0.0405,0.04377543324382515
0.041,-0.00047325126736785404
0.0415,-0.08773049350502671
0.042,-0.17292895364811764
0.0425,-0.19832606247257678
0.043000000000000003,-0.1469515576669625
0.043500000000000004,-0.05740314590356029
0.044,0.017459094542884676
0.0445,0.060418989341289
0.045,0.09343590659262073
0.0455,0.13709859859331158
0.046,0.17655600256544032
0.0465,0.1707112512601122
0.047,0.0943725711815403
0.0475,-0.025785688678127812
0.048,-0.11725488684329455
0.0485,-0.11459272951585722
0.049,-0.018005891002467814
0.0495,0.10072585363323426
0.05,0.1564317976263068
0.0505,0.11769820256179529
0.051000000000000004,0.021911191264950093
0.051500000000000004,-0.06480034597322011
0.052000000000000005,-0.09757032857742948
0.0525,-0.07376262711635084
0.053,-0.020983067518891934
0.0535,0.027549466917044893
0.054,0.05080569600496938
0.0545,0.04599717699879091
0.055,0.02541777249565902
0.0555,0.00551857972210425
0.056,-0.005804728917845237
0.0565,-0.01137120401497075
0.057,-0.01339377244481821
0.0575,-0.005648626968430775
0.058,0.015317251787483185
0.0585,0.03495671776294931
0.059000000000000004,0.029837360262443685
0.059500000000000004,-0.004815486044100345
0.06,-0.04626685191633094
0.0605,-0.06683065225728439
0.061,-0.05804084150177885
0.0615,-0.029694549755398716
0.062,0.0052371358389729
0.0625,0.03589654371803643
0.063,0.04987493119778474
0.0635,0.03726515754235074
0.064,0.0023329245254349925
0.0645,-0.033895501140362265
0.065,-0.04785521391146009
0.0655,-0.03246179947171968
0.066,-0.00131161240629828
0.0665,0.026912605270923193
0.067,0.04484595690581304
0.0675,0.054291244700285006
0.068,0.053806961180579156
0.0685,0.03852527431986218
0.069,0.013618473140511822
0.0695,-9.891801170565373e-05
0.07,0.01783768071800354
0.07050000000000001,0.06304156522116484
0.07100000000000001,0.1012403032767743
0.07150000000000001,0.09532510737248567
0.07200000000000001,0.041354818468388156
0.0725,-0.0253439225337004
0.073,-0.06286073167790103
0.0735,-0.06064039884165244
0.074,-0.0440120156855352
0.0745,-0.04195156114926439
0.075,-0.05347728205231749
0.0755,-0.050745516435487616
0.076,-0.016040283216579933
0.0765,0.03055883598184778
0.077,0.04607016754369048
0.0775,0.0073803429932835455
0.078,-0.06187435352894698
0.0785,-0.10717820867190314
0.079,-0.08836178881660152
0.0795,-0.013808353615151514
0.08,0.06780629708894083
0.0805,0.10936693480751719
0.081,0.09921190166632651
0.0815,0.058753003027090675
0.082,0.016736025463169
0.0825,-0.010133700036661844
0.083,-0.01935276485066745
0.0835,-0.0164108301907482
0.084,-0.008778451875185698
0.0845,-0.0017806053133141058
0.085,0.001925619587147656
0.0855,-0.001857627695260598
0.08600000000000001,-0.020269129008800475
0.08650000000000001,-0.05320058342907522
0.08700000000000001,-0.08132001789121396
0.08750000000000001,-0.07444279734383885
0.088,-0.020615906163704664
0.0885,0.05414391505545992
0.089,0.10053226320935711
0.0895,0.0846004023848373
0.09,0.01586673607022934
0.0905,-0.059142842648142895
0.091,-0.09083779678652999
0.0915,-0.05938776558575172
0.092,0.01599410364855522
0.0925,0.09185844471758528
0.093,0.1270104576747759
0.0935,0.10684575986587684
0.094,0.050506024438773195
0.0945,-0.007290924729690188
0.095,-0.04438628596881269
0.0955,-0.060205186091856634
0.096,-0.059556583648315585
0.0965,-0.03828336678385522
0.097,0.007091933190541442
0.0975,0.061189339915513424
0.098,0.09341341411995878
0.0985,0.08402706005098963
0.099,0.042544002442672244
0.0995,-0.002225294858626541
0.1,-0.027968513777524198
0.1005,-0.03235115912183996
0.101,-0.022930916915686116
0.1015,-0.0013473221633299066
0.10200000000000001,0.035360382833451186
0.10250000000000001,0.08108935523360908
0.10300000000000001,0.1180941316071798
0.10350000000000001,0.12951174128342266
0.10400000000000001,0.10954533306038435
0.1045,0.06441334221003445
0.105,0.01157335931800577
0.1055,-0.02478059766278727
0.106,-0.030435625691408952
0.1065,-0.01855792688813339
0.107,-0.021949711621791223
0.1075,-0.05957890951879034
0.108,-0.11224835567644603
0.1085,-0.13588834952342496
0.109,-0.09965195233925687
0.1095,-0.013194224036311368
0.11,0.07770618968466785
0.1105,0.12216360637705383
0.111,0.09922971099073356
0.1115,0.030444449682378118
0.112,-0.03943038673867216
0.1125,-0.07584118186046442
0.113,-0.07518407440205721
0.1135,-0.06012498569082028
0.114,-0.056986461673015576
0.1145,-0.07406104094145635
0.115,-0.09631451314184991
0.1155,-0.09840379338727413
0.116,-0.06539021270464056
0.1165,-0.005463361290077226
0.117,0.05538006686791571
0.11750000000000001,0.09158932020826582
0.11800000000000001,0.09349424273757803
0.11850000000000001,0.06982387655156966
0.11900000000000001,0.03984333834431875
0.11950000000000001,0.02267019531082952
0.12,0.028528527751711278
0.1205,0.0534206140396633
0.121,0.07894570758857518
0.1215,0.08112978352563568
0.122,0.04845708341571694
0.1225,-0.0037190166173548186
0.123,-0.04092738859415744
0.1235,-0.03801995350903424
0.124,-0.0010045469909703512
0.1245,0.03952260213558665
0.125,0.05506497562907413
0.1255,0.04097277091916111
0.126,0.01635517619444209
0.1265,0.0046497605354636935
0.127,0.013596301034891341
0.1275,0.03181497901492105
0.128,0.04036313711880512
0.1285,0.026598188354404972
0.129,-0.006901019211715588
0.1295,-0.042805583697446636
0.13,-0.06256231579634719
0.1305,-0.06300428393510918
0.131,-0.05694312877008405
0.1315,-0.055360850399155684
0.132,-0.05108496336419751
0.1325,-0.023233363786855744
0.133,0.03866630552235678
0.1335,0.11331000071964104
0.134,0.15505980416190793
0.1345,0.13065646881863657
0.135,0.05117593714410662
0.1355,-0.0348852677284377
0.136,-0.08094336767362798
0.1365,-0.0742332009030161
0.137,-0.0332243955481615
0.1375,0.01709183032702944
0.138,0.06132711185564011
0.1385,0.08938494966168035
0.139,0.08815975666081463
0.1395,0.04910661923833545
0.14,-0.01367039561424973
0.1405,-0.06234351470515661
0.14100000000000001,-0.06364419349058997
0.14150000000000001,-0.019475374973903205
0.14200000000000002,0.03528571922051374
0.14250000000000002,0.06425657071423312
0.14300000000000002,0.05590248449802201
0.14350000000000002,0.025243304380228416
0.14400000000000002,-0.00062792654423086
0.1445,-0.00030633882376178076
0.145,0.02755442355308939
0.1455,0.06225011427720328
0.146,0.07746585642973615
0.1465,0.06307385362042554
0.147,0.028763547814864336
0.1475,-0.01299762710809276
0.148,-0.05894480227606542
0.1485,-0.103658278855216
0.149,-0.12465856851040548
0.1495,-0.09671066400324746
0.15,-0.028315515298530304
0.1505,0.028982320705876686
0.151,0.026210629460110154
0.1515,-0.02631561970664704
0.152,-0.06323253657240521
0.1525,-0.03424499317896772
0.153,0.03916302614939226
0.1535,0.0874371604841139
0.154,0.06842845350680073
0.1545,0.008487112560121225
0.155,-0.031391587665742265
0.1555,-0.020023755112126895
0.156,0.01811386109981583
0.1565,0.03433122747180467
0.157,0.0060923012123435165
0.1575,-0.04147997228095248
0.158,-0.060080934983946274
0.1585,-0.024865599016189698
0.159,0.04290021594522599
0.1595,0.09999428990090209
0.16,0.12216900999199469
0.1605,0.11567290129038882
0.161,0.09655962661867874
0.1615,0.07294475830712656
0.162,0.04754801832889597
0.1625,0.024430313704680573
0.163,0.006841213108725805
0.1635,-0.0061341498371561675
0.164,-0.016552080158249008
0.1645,-0.022651554720058406
0.165,-0.01813058826258388
0.1655,0.0018659054660512178
0.166,0.030190227926735962
0.1665,0.0439586299860355
0.167,0.01931290522793072
0.1675,-0.04374321206865962
0.168,-0.11298695684863937
0.1685,-0.1462735679646851
0.169,-0.12542678119935594
0.1695,-0.06802583102940224
0.17,-0.007360827453779287
0.1705,0.03420996652893771
0.171,0.051734387419269195
0.1715,0.04909012975596458
0.17200000000000001,0.035876646508403644
0.17250000000000001,0.028166684580883207
0.17300000000000001,0.03756497015542777
0.17350000000000002,0.05608930139789236
0.17400000000000002,0.06152219037199247
0.17450000000000002,0.04309118121469677
0.17500000000000002,0.016221608596749173
0.17550000000000002,0.006072323216905852
0.176,0.019117827356114555
0.1765,0.03657873334675296
0.177,0.035211059240634585
0.1775,0.00960746194050383
0.178,-0.025261313868836562
0.1785,-0.04767156760362539
0.179,-0.045757794294258386
0.1795,-0.02667949827553471
0.18,-0.010056330360487692
0.1805,-0.009358286908401578
0.181,-0.01925187616786305
0.1815,-0.02043675640435601
0.182,0.0032451973546317597
0.1825,0.04819298657994559
0.183,0.08972992360249685
0.1835,0.10295204109684039
0.184,0.08780448531667674
0.1845,0.06910801263781169
0.185,0.0700231022820781
0.1855,0.08952696142186234
0.186,0.10733980525034516
0.1865,0.10683054163455803
0.187,0.08923219950223095
0.1875,0.06599245794252831
0.188,0.0420806143220996
0.1885,0.01278883963323519
0.189,-0.022000037286458336
0.1895,-0.04759321586180042
0.19,-0.04718652846455072
0.1905,-0.024591772888934573
0.191,-0.005859625960207829
0.1915,-0.011858515472443062
